Name,Set Name,Number,Type,HP,Stage,Rarity,1st Edition,Shadowless,Unlimited,Rev Holo,Additional
Smoochum,Secret Wonders,67,Psychic,50,Basic,Uncommon,-,-,,,
Unown [K],Secret Wonders,68,Psychic,60,Basic,Uncommon,-,-,,,
Unown [N],Secret Wonders,69,Psychic,50,Basic,Uncommon,-,-,,,
Unown [O],Secret Wonders,70,Psychic,50,Basic,Uncommon,-,-,,,
Unown [X],Secret Wonders,71,Psychic,50,Basic,Uncommon,-,-,,,
Unown [Z],Secret Wonders,72,Psychic,50,Basic,Uncommon,-,-,,,
Venomoth,Secret Wonders,73,Grass,80,Stage 1,Uncommon,-,-,,,
Vibrava,Secret Wonders,74,Fighting,80,Stage 1,Uncommon,-,-,,,
Wartortle,Secret Wonders,75,Water,80,Stage 1,Uncommon,-,-,,,
Bagon,Secret Wonders,76,Colorless,50,Basic,Common,-,-,,,
Bulbasaur,Secret Wonders,77,Grass,60,Basic,Common,-,-,,,
Burmy Plant Cloak,Secret Wonders,78,Grass,40,Basic,Common,-,-,,,
Burmy Sandy Cloak,Secret Wonders,79,Grass,40,Basic,Common,-,-,,,
Burmy Trash Cloak,Secret Wonders,80,Grass,40,Basic,Common,-,-,,,
Carvanha,Secret Wonders,81,Darkness,50,Basic,Common,-,-,,,
Charmander,Secret Wonders,82,Fire,50,Basic,Common,-,-,,,
Clefairy,Secret Wonders,83,Colorless,60,Basic,Common,-,-,,,
Corsola,Secret Wonders,84,Water,70,Basic,Common,-,-,,,
Diglett,Secret Wonders,85,Fighting,50,Basic,Common,-,-,,,
Duskull,Secret Wonders,86,Psychic,50,Basic,Common,-,-,,,
Electabuzz,Secret Wonders,87,Lightning,70,Basic,Common,-,-,,,
Grimer,Secret Wonders,88,Psychic,60,Basic,Common,-,-,,,
Growlithe,Secret Wonders,89,Fire,70,Basic,Common,-,-,,,
Hoppip,Secret Wonders,90,Grass,30,Basic,Common,-,-,,,
Lickitung,Secret Wonders,91,Colorless,80,Basic,Common,-,-,,,
Lotad,Secret Wonders,92,Water,50,Basic,Common,-,-,,,
Magmar,Secret Wonders,93,Fire,70,Basic,Common,-,-,,,
Mareep,Secret Wonders,94,Lightning,50,Basic,Common,-,-,,,
Murkrow,Secret Wonders,95,Darkness,50,Basic,Common,-,-,,,
Natu,Secret Wonders,96,Psychic,40,Basic,Common,-,-,,,
Nidoran M,Secret Wonders,97,Psychic,60,Basic,Common,-,-,,,
Phanpy,Secret Wonders,98,Fighting,60,Basic,Common,-,-,,,
Pidgey,Secret Wonders,99,Colorless,50,Basic,Common,-,-,,,
Psyduck,Secret Wonders,100,Water,50,Basic,Common,-,-,,,
Qwilfish,Secret Wonders,101,Water,70,Basic,Common,-,-,,,
Ralts,Secret Wonders,102,Psychic,60,Basic,Common,-,-,,,
Rattata,Secret Wonders,103,Colorless,30,Basic,Common,-,-,,,
Sentret,Secret Wonders,104,Colorless,60,Basic,Common,-,-,,,
Shellder,Secret Wonders,105,Water,50,Basic,Common,-,-,,,
Shellos East Sea,Secret Wonders,106,Water,60,Basic,Common,-,-,,,
Shellos West Sea,Secret Wonders,107,Water,60,Basic,Common,-,-,,,
Shroomish,Secret Wonders,108,Grass,50,Basic,Common,-,-,,,
Shuckle,Secret Wonders,109,Grass,60,Basic,Common,-,-,,,
Shuppet,Secret Wonders,110,Psychic,50,Basic,Common,-,-,,,
Spinda,Secret Wonders,111,Colorless,70,Basic,Common,-,-,,,
Squirtle,Secret Wonders,112,Water,50,Basic,Common,-,-,,,
Stantler,Secret Wonders,113,Colorless,70,Basic,Common,-,-,,,
Sunkern,Secret Wonders,114,Grass,40,Basic,Common,-,-,,,
Trapinch,Secret Wonders,115,Fighting,50,Basic,Common,-,-,,,
Venonat,Secret Wonders,116,Grass,50,Basic,Common,-,-,,,
Voltorb,Secret Wonders,117,Lightning,50,Basic,Common,-,-,,,
Wooper,Secret Wonders,118,Water,60,Basic,Common,-,-,,,
Bebe's Search,Secret Wonders,119,Trainer,,Supporter,Uncommon,-,-,,,
Night Maintenance,Secret Wonders,120,Trainer,,Trainer,Uncommon,-,-,,,
PlusPower,Secret Wonders,121,Trainer,,Trainer,Uncommon,-,-,,,
Professor Oak's Visit,Secret Wonders,122,Trainer,,Supporter,Uncommon,-,-,,,
Professor Rowan,Secret Wonders,123,Trainer,,Supporter,Uncommon,-,-,,,
Rival,Secret Wonders,124,Trainer,,Supporter,Uncommon,-,-,,,
Roseanne's Research,Secret Wonders,125,Trainer,,Supporter,Uncommon,-,-,,,
Team Galactic's Mars,Secret Wonders,126,Trainer,,Supporter,Uncommon,-,-,,,
Potion,Secret Wonders,127,Trainer,,Trainer,Common,-,-,,,
Switch,Secret Wonders,128,Trainer,,Trainer,Common,-,-,,,
Darkness Energy,Secret Wonders,129,Energy,,Special Energy,Uncommon,-,-,,,
Metal Energy,Secret Wonders,130,Energy,,Special Energy,Uncommon,-,-,,,
Gardevoir Lv.X,Secret Wonders,131,Psychic,130,Level Up,Level X,-,-,,-,
Honchkrow Lv.X,Secret Wonders,132,Darkness,110,Level Up,Level X,-,-,,-,
Blaziken,Great Encounters,1,Fire,130,Stage 2,Holo Rare,-,-,,,
Cresselia,Great Encounters,2,Psychic,80,Basic,Holo Rare,-,-,,,
Darkrai,Great Encounters,3,Darkness,70,Basic,Holo Rare,-,-,,,
Darkrai,Great Encounters,4,Darkness,80,Basic,Holo Rare,-,-,,,
Pachirisu,Great Encounters,5,Lightning,70,Basic,Holo Rare,-,-,,,
Porygon-Z,Great Encounters,6,Colorless,110,Stage 2,Holo Rare,-,-,,,
Rotom,Great Encounters,7,Lightning,70,Basic,Holo Rare,-,-,,,
Sceptile,Great Encounters,8,Grass,100,Stage 2,Holo Rare,-,-,,,
Swampert,Great Encounters,9,Water,130,Stage 2,Holo Rare,-,-,,,
Tangrowth,Great Encounters,10,Grass,110,Stage 1,Holo Rare,-,-,,,
Togekiss,Great Encounters,11,Colorless,120,Stage 2,Holo Rare,-,-,,,
Altaria,Great Encounters,12,Colorless,80,Stage 1,Rare,-,-,,,
Beedrill,Great Encounters,13,Grass,110,Stage 2,Rare,-,-,,,
Butterfree,Great Encounters,14,Grass,120,Stage 2,Rare,-,-,,,
Claydol,Great Encounters,15,Fighting,80,Stage 1,Rare,-,-,,,
Dialga,Great Encounters,16,Metal,90,Basic,Rare,-,-,,,
Exploud,Great Encounters,17,Colorless,130,Stage 2,Rare,-,-,,,
Houndoom,Great Encounters,18,Darkness,90,Stage 1,Rare,-,-,,,
Hypno,Great Encounters,19,Psychic,80,Stage 1,Rare,-,-,,,
Kingler,Great Encounters,20,Water,90,Stage 1,Rare,-,-,,,
Lapras,Great Encounters,21,Water,80,Basic,Rare,-,-,,,
Latias,Great Encounters,22,Colorless,80,Basic,Rare,-,-,,,
Latios,Great Encounters,23,Colorless,90,Basic,Rare,-,-,,,
Mawile,Great Encounters,24,Metal,70,Basic,Rare,-,-,,,
Milotic,Great Encounters,25,Water,90,Stage 1,Rare,-,-,,,
Palkia,Great Encounters,26,Water,90,Basic,Rare,-,-,,,
Primeape,Great Encounters,27,Fighting,90,Stage 1,Rare,-,-,,,
Slowking,Great Encounters,28,Psychic,80,Stage 1,Rare,-,-,,,
Unown [H],Great Encounters,29,Psychic,60,Basic,Rare,-,-,,,
Wailord,Great Encounters,30,Water,200,Stage 1,Rare,-,-,,,
Weezing,Great Encounters,31,Psychic,80,Stage 1,Rare,-,-,,,
Wigglytuff,Great Encounters,32,Colorless,90,Stage 1,Rare,-,-,,,
Arbok,Great Encounters,33,Psychic,80,Stage 1,Uncommon,-,-,,,
Cacturne,Great Encounters,34,Darkness,80,Stage 1,Uncommon,-,-,,,
Combusken,Great Encounters,35,Fire,80,Stage 1,Uncommon,-,-,,,
Delibird,Great Encounters,36,Water,70,Basic,Uncommon,-,-,,,
Floatzel,Great Encounters,37,Water,80,Stage 1,Uncommon,-,-,,,
Gorebyss,Great Encounters,38,Water,80,Stage 1,Uncommon,-,-,,,
Granbull,Great Encounters,39,Colorless,90,Stage 1,Uncommon,-,-,,,
Grovyle,Great Encounters,40,Grass,80,Stage 1,Uncommon,-,-,,,
Hariyama,Great Encounters,41,Fighting,100,Stage 1,Uncommon,-,-,,,
Huntail,Great Encounters,42,Water,90,Stage 1,Uncommon,-,-,,,
Linoone,Great Encounters,43,Colorless,80,Stage 1,Uncommon,-,-,,,
Loudred,Great Encounters,44,Colorless,80,Stage 1,Uncommon,-,-,,,
Magcargo,Great Encounters,45,Fire,90,Stage 1,Uncommon,-,-,,,
Marshtomp,Great Encounters,46,Water,90,Stage 1,Uncommon,-,-,,,
Metapod,Great Encounters,47,Grass,70,Stage 1,Uncommon,-,-,,,
Pelipper,Great Encounters,48,Water,80,Stage 1,Uncommon,-,-,,,
Porygon2,Great Encounters,49,Colorless,70,Stage 1,Uncommon,-,-,,,
Purugly,Great Encounters,50,Colorless,90,Stage 1,Uncommon,-,-,,,
Relicanth,Great Encounters,51,Water,70,Basic,Uncommon,-,-,,,
Seviper,Great Encounters,52,Psychic,80,Basic,Uncommon,-,-,,,
Skarmory,Great Encounters,53,Metal,70,Basic,Uncommon,-,-,,,
Slowbro,Great Encounters,54,Water,80,Stage 1,Uncommon,-,-,,,
Togetic,Great Encounters,55,Colorless,70,Stage 1,Uncommon,-,-,,,
Unown [F],Great Encounters,56,Psychic,50,Basic,Uncommon,-,-,,,
Unown [G],Great Encounters,57,Psychic,50,Basic,Uncommon,-,-,,,
Wailmer,Great Encounters,58,Water,90,Basic,Uncommon,-,-,,,
Zangoose,Great Encounters,59,Colorless,70,Basic,Uncommon,-,-,,,
Baltoy,Great Encounters,60,Fighting,50,Basic,Common,-,-,,,
Buizel,Great Encounters,61,Water,60,Basic,Common,-,-,,,
Cacnea,Great Encounters,62,Grass,50,Basic,Common,-,-,,,
Caterpie,Great Encounters,63,Grass,40,Basic,Common,-,-,,,
Clamperl,Great Encounters,64,Water,40,Basic,Common,-,-,,,
Drowzee,Great Encounters,65,Psychic,60,Basic,Common,-,-,,,
Ekans,Great Encounters,66,Psychic,60,Basic,Common,-,-,,,
Feebas,Great Encounters,67,Water,30,Basic,Common,-,-,,,
Glameow,Great Encounters,68,Colorless,50,Basic,Common,-,-,,,
Houndour,Great Encounters,69,Fire,50,Basic,Common,-,-,,,
Igglybuff,Great Encounters,70,Colorless,50,Basic,Common,-,-,,,
Illumise,Great Encounters,71,Grass,70,Basic,Common,-,-,,,
Jigglypuff,Great Encounters,72,Colorless,60,Basic,Common,-,-,,,
Kakuna,Great Encounters,73,Grass,80,Stage 1,Common,-,-,,,
Koffing,Great Encounters,74,Psychic,60,Basic,Common,-,-,,,
Krabby,Great Encounters,75,Water,60,Basic,Common,-,-,,,
Lunatone,Great Encounters,76,Fighting,60,Basic,Common,-,-,,,
Luvdisc,Great Encounters,77,Water,60,Basic,Common,-,-,,,
Makuhita,Great Encounters,78,Fighting,60,Basic,Common,-,-,,,
Mankey,Great Encounters,79,Fighting,50,Basic,Common,-,-,,,
Mudkip,Great Encounters,80,Water,60,Basic,Common,-,-,,,
Porygon,Great Encounters,81,Colorless,50,Basic,Common,-,-,,,
Slowpoke,Great Encounters,82,Water,60,Basic,Common,-,-,,,
Slugma,Great Encounters,83,Fire,60,Basic,Common,-,-,,,
Snubbull,Great Encounters,84,Colorless,60,Basic,Common,-,-,,,
Solrock,Great Encounters,85,Fighting,70,Basic,Common,-,-,,,
Swablu,Great Encounters,86,Colorless,40,Basic,Common,-,-,,,
Tangela,Great Encounters,87,Grass,70,Basic,Common,-,-,,,
Togepi,Great Encounters,88,Colorless,50,Basic,Common,-,-,,,
Torchic,Great Encounters,89,Fire,50,Basic,Common,-,-,,,
Treecko,Great Encounters,90,Grass,50,Basic,Common,-,-,,,
Unown [L],Great Encounters,91,Psychic,50,Basic,Common,-,-,,,
Volbeat,Great Encounters,92,Grass,70,Basic,Common,-,-,,,
Weedle,Great Encounters,93,Grass,50,Basic,Common,-,-,,,
Whismur,Great Encounters,94,Colorless,50,Basic,Common,-,-,,,
Wingull,Great Encounters,95,Water,50,Basic,Common,-,-,,,
Zigzagoon,Great Encounters,96,Colorless,50,Basic,Common,-,-,,,
Amulet Coin,Great Encounters,97,Trainer,,Tool,Uncommon,-,-,,,
Felicity's Drawing,Great Encounters,98,Trainer,,Supporter,Uncommon,-,-,,,
Leftovers,Great Encounters,99,Trainer,,Tool,Uncommon,-,-,,,
Moonlight Stadium,Great Encounters,100,Trainer,,Stadium,Uncommon,-,-,,,
Premier Ball,Great Encounters,101,Trainer,,Trainer,Uncommon,-,-,,,
Rare Candy,Great Encounters,102,Trainer,,Trainer,Uncommon,-,-,,,
Cresselia Lv.X,Great Encounters,103,Psychic,100,Level Up,Level X,-,-,,-,
Darkrai Lv.X,Great Encounters,104,Darkness,100,Level Up,Level X,-,-,,-,
Dialga Lv.X,Great Encounters,105,Metal,110,Level Up,Level X,-,-,,-,
Palkia Lv.X,Great Encounters,106,Water,120,Level Up,Level X,-,-,,-,
Articuno,Majestic Dawn,1,Water,100,Basic,Holo Rare,-,-,,,
Cresselia,Majestic Dawn,2,Psychic,70,Basic,Holo Rare,-,-,,,
Darkrai,Majestic Dawn,3,Darkness,80,Basic,Holo Rare,-,-,,,
Dialga,Majestic Dawn,4,Metal,100,Basic,Holo Rare,-,-,,,
Glaceon,Majestic Dawn,5,Water,80,Stage 1,Holo Rare,-,-,,,
Kabutops,Majestic Dawn,6,Fighting,120,Stage 2,Holo Rare,-,-,,,
Leafeon,Majestic Dawn,7,Grass,90,Stage 1,Holo Rare,-,-,,,
Manaphy,Majestic Dawn,8,Water,70,Basic,Holo Rare,-,-,,,
Mewtwo,Majestic Dawn,9,Psychic,90,Basic,Holo Rare,-,-,,,
Moltres,Majestic Dawn,10,Fire,100,Basic,Holo Rare,-,-,,,
Palkia,Majestic Dawn,11,Water,100,Basic,Holo Rare,-,-,,,
Phione,Majestic Dawn,12,Water,60,Basic,Holo Rare,-,-,,,
Rotom,Majestic Dawn,13,Lightning,60,Basic,Holo Rare,-,-,,,
Zapdos,Majestic Dawn,14,Lightning,100,Basic,Holo Rare,-,-,,,
Aerodactyl,Majestic Dawn,15,Colorless,80,Stage 1,Rare,-,-,,,
Bronzong,Majestic Dawn,16,Psychic,90,Stage 1,Rare,-,-,,,
Empoleon,Majestic Dawn,17,Water,130,Stage 2,Rare,-,-,,,
Espeon,Majestic Dawn,18,Psychic,80,Stage 1,Rare,-,-,,,
Flareon,Majestic Dawn,19,Fire,90,Stage 1,Rare,-,-,,,
Glaceon,Majestic Dawn,20,Water,90,Stage 1,Rare,-,-,,,
Hippowdon,Majestic Dawn,21,Fighting,100,Stage 1,Rare,-,-,,,
Infernape,Majestic Dawn,22,Fire,110,Stage 2,Rare,-,-,,,
Jolteon,Majestic Dawn,23,Lightning,80,Stage 1,Rare,-,-,,,
Leafeon,Majestic Dawn,24,Grass,90,Stage 1,Rare,-,-,,,
Minun,Majestic Dawn,25,Lightning,60,Basic,Rare,-,-,,,
Omastar,Majestic Dawn,26,Water,110,Stage 2,Rare,-,-,,,
Phione,Majestic Dawn,27,Water,70,Basic,Rare,-,-,,,
Plusle,Majestic Dawn,28,Lightning,60,Basic,Rare,-,-,,,
Scizor,Majestic Dawn,29,Metal,90,Stage 1,Rare,-,-,,,
Torterra,Majestic Dawn,30,Grass,140,Stage 2,Rare,-,-,,,
Toxicroak,Majestic Dawn,31,Psychic,90,Stage 1,Rare,-,-,,,
Umbreon,Majestic Dawn,32,Darkness,80,Stage 1,Rare,-,-,,,
Unown [P],Majestic Dawn,33,Psychic,50,Basic,Rare,-,-,,,
Vaporeon,Majestic Dawn,34,Water,90,Stage 1,Rare,-,-,,,
Ambipom,Majestic Dawn,35,Colorless,80,Stage 1,Uncommon,-,-,,,
Fearow,Majestic Dawn,36,Colorless,80,Stage 1,Uncommon,-,-,,,
Grotle,Majestic Dawn,37,Grass,90,Stage 1,Uncommon,-,-,,,
Kangaskhan,Majestic Dawn,38,Colorless,90,Basic,Uncommon,-,-,,,
Lickitung,Majestic Dawn,39,Colorless,70,Basic,Uncommon,-,-,,,
Manectric,Majestic Dawn,40,Lightning,80,Stage 1,Uncommon,-,-,,,
Monferno,Majestic Dawn,41,Fire,70,Stage 1,Uncommon,-,-,,,
Mothim,Majestic Dawn,42,Grass,80,Stage 1,Uncommon,-,-,,,
Pachirisu,Majestic Dawn,43,Lightning,70,Basic,Uncommon,-,-,,,
Prinplup,Majestic Dawn,44,Water,80,Stage 1,Uncommon,-,-,,,
Raichu,Majestic Dawn,45,Lightning,90,Stage 1,Uncommon,-,-,,,
Scyther,Majestic Dawn,46,Grass,70,Basic,Uncommon,-,-,,,
Staravia,Majestic Dawn,47,Colorless,80,Stage 1,Uncommon,-,-,,,
Sudowoodo,Majestic Dawn,48,Fighting,80,Basic,Uncommon,-,-,,,
Unown [Q],Majestic Dawn,49,Psychic,30,Basic,Uncommon,-,-,,,
Aipom,Majestic Dawn,50,Colorless,60,Basic,Common,-,-,,,
Aipom,Majestic Dawn,51,Colorless,60,Basic,Common,-,-,,,
Bronzor,Majestic Dawn,52,Psychic,50,Basic,Common,-,-,,,
Buneary,Majestic Dawn,53,Colorless,50,Basic,Common,-,-,,,
Burmy Sandy Cloak,Majestic Dawn,54,Grass,50,Basic,Common,-,-,,,
Chatot,Majestic Dawn,55,Colorless,60,Basic,Common,-,-,,,
Chimchar,Majestic Dawn,56,Fire,40,Basic,Common,-,-,,,
Chimchar,Majestic Dawn,57,Fire,50,Basic,Common,-,-,,,
Chingling,Majestic Dawn,58,Psychic,40,Basic,Common,-,-,,,
Combee,Majestic Dawn,59,Grass,50,Basic,Common,-,-,,,
Croagunk,Majestic Dawn,60,Psychic,60,Basic,Common,-,-,,,
Drifloon,Majestic Dawn,61,Psychic,60,Basic,Common,-,-,,,
Eevee,Majestic Dawn,62,Colorless,60,Basic,Common,-,-,,,
Eevee,Majestic Dawn,63,Colorless,60,Basic,Common,-,-,,,
Electrike,Majestic Dawn,64,Lightning,60,Basic,Common,-,-,,,
Glameow,Majestic Dawn,65,Colorless,60,Basic,Common,-,-,,,
Hippopotas,Majestic Dawn,66,Fighting,60,Basic,Common,-,-,,,
Kabuto,Majestic Dawn,67,Fighting,80,Stage 1,Common,-,-,,,
Munchlax,Majestic Dawn,68,Colorless,60,Basic,Common,-,-,,,
Omanyte,Majestic Dawn,69,Water,70,Stage 1,Common,-,-,,,
Pikachu,Majestic Dawn,70,Lightning,60,Basic,Common,-,-,,,
Piplup,Majestic Dawn,71,Water,60,Basic,Common,-,-,,,
Piplup,Majestic Dawn,72,Water,50,Basic,Common,-,-,,,
Shellos East Sea,Majestic Dawn,73,Water,60,Basic,Common,-,-,,,
Spearow,Majestic Dawn,74,Colorless,50,Basic,Common,-,-,,,
Starly,Majestic Dawn,75,Colorless,50,Basic,Common,-,-,,,
Stunky,Majestic Dawn,76,Darkness,60,Basic,Common,-,-,,,
Turtwig,Majestic Dawn,77,Grass,60,Basic,Common,-,-,,,
Turtwig,Majestic Dawn,78,Grass,60,Basic,Common,-,-,,,
Dawn Stadium,Majestic Dawn,79,Trainer,,Stadium,Uncommon,-,-,,,
Dusk Ball,Majestic Dawn,80,Trainer,,Trainer,Uncommon,-,-,,,
Energy Restore,Majestic Dawn,81,Trainer,,Trainer,Uncommon,-,-,,,
Fossil Excavator,Majestic Dawn,82,Trainer,,Supporter,Uncommon,-,-,,,
Mom's Kindness,Majestic Dawn,83,Trainer,,Supporter,Uncommon,-,-,,,
Old Amber,Majestic Dawn,84,Trainer,50,Trainer,Uncommon,-,-,,,
Poké Ball,Majestic Dawn,85,Trainer,,Trainer,Uncommon,-,-,,,
Quick Ball,Majestic Dawn,86,Trainer,,Trainer,Uncommon,-,-,,,
Super Scoop Up,Majestic Dawn,87,Trainer,,Trainer,Uncommon,-,-,,,
Warp Point,Majestic Dawn,88,Trainer,,Trainer,Common,-,-,,,
Dome Fossil,Majestic Dawn,89,Trainer,50,Trainer,Common,-,-,,,
Energy Search,Majestic Dawn,90,Trainer,,Trainer,Common,-,-,,,
Helix Fossil,Majestic Dawn,91,Trainer,50,Trainer,Common,-,-,,,
Call Energy,Majestic Dawn,92,Energy,,Special Energy,Uncommon,-,-,,,
Darkness Energy,Majestic Dawn,93,Energy,,Special Energy,Uncommon,-,-,,,
Health Energy,Majestic Dawn,94,Energy,,Special Energy,Uncommon,-,-,,,
Metal Energy,Majestic Dawn,95,Energy,,Special Energy,Uncommon,-,-,,,
Recover Energy,Majestic Dawn,96,Energy,,Special Energy,Uncommon,-,-,,,
Garchomp Lv.X,Majestic Dawn,97,Colorless,140,Level Up,Level X,-,-,,-,
Glaceon Lv.X,Majestic Dawn,98,Water,100,Level Up,Level X,-,-,,-,
Leafeon Lv.X,Majestic Dawn,99,Grass,110,Level Up,Level X,-,-,,-,
Porygon-Z Lv.X,Majestic Dawn,100,Colorless,130,Level Up,Level X,-,-,,-,
Deoxys Normal Forme,Legends Awakened,1,Psychic,90,Basic,Holo Rare,-,-,,,
Dragonite,Legends Awakened,2,Colorless,140,Stage 2,Holo Rare,-,-,,,
Froslass,Legends Awakened,3,Water,90,Stage 1,Holo Rare,-,-,,,
Giratina,Legends Awakened,4,Psychic,100,Basic,Holo Rare,-,-,,,
Gliscor,Legends Awakened,5,Fighting,80,Stage 1,Holo Rare,-,-,,,
Heatran,Legends Awakened,6,Fire,100,Basic,Holo Rare,-,-,,,
Kingdra,Legends Awakened,7,Water,130,Stage 2,Holo Rare,-,-,,,
Luxray,Legends Awakened,8,Lightning,120,Stage 2,Holo Rare,-,-,,,
Mamoswine,Legends Awakened,9,Water,140,Stage 2,Holo Rare,-,-,,,
Metagross,Legends Awakened,10,Metal,120,Stage 2,Holo Rare,-,-,,,
Mewtwo,Legends Awakened,11,Psychic,80,Basic,Holo Rare,-,-,,,
Politoed,Legends Awakened,12,Water,120,Stage 2,Holo Rare,-,-,,,
Probopass,Legends Awakened,13,Fighting,90,Stage 1,Holo Rare,-,-,,,
Rayquaza,Legends Awakened,14,Colorless,100,Basic,Holo Rare,-,-,,,
Regigigas,Legends Awakened,15,Colorless,120,Basic,Holo Rare,-,-,,,
Spiritomb,Legends Awakened,16,Psychic,70,Basic,Holo Rare,-,-,,,
Yanmega,Legends Awakened,17,Grass,90,Stage 1,Holo Rare,-,-,,,
Armaldo,Legends Awakened,18,Fighting,140,Stage 2,Rare,-,-,,,
Azelf,Legends Awakened,19,Psychic,70,Basic,Rare,-,-,,,
Bellossom,Legends Awakened,20,Grass,100,Stage 2,Rare,-,-,,,
Cradily,Legends Awakened,21,Grass,120,Stage 2,Rare,-,-,,,
Crawdaunt,Legends Awakened,22,Water,90,Stage 1,Rare,-,-,,,
Delcatty,Legends Awakened,23,Colorless,80,Stage 1,Rare,-,-,,,
Deoxys Attack Forme,Legends Awakened,24,Psychic,80,Basic,Rare,-,-,,,
Deoxys Defense Forme,Legends Awakened,25,Psychic,100,Basic,Rare,-,-,,,
Deoxys Speed Forme,Legends Awakened,26,Psychic,70,Basic,Rare,-,-,,,
Ditto,Legends Awakened,27,Colorless,60,Basic,Rare,-,-,,,
Forretress,Legends Awakened,28,Metal,90,Stage 1,Rare,-,-,,,
Groudon,Legends Awakened,29,Fighting,100,Basic,Rare,-,-,,,
Heatran,Legends Awakened,30,Metal,100,Basic,Rare,-,-,,,
Jirachi,Legends Awakened,31,Metal,70,Basic,Rare,-,-,,,
Kyogre,Legends Awakened,32,Water,100,Basic,Rare,-,-,,,
Lopunny,Legends Awakened,33,Colorless,80,Stage 1,Rare,-,-,,,
Mesprit,Legends Awakened,34,Psychic,70,Basic,Rare,-,-,,,
Poliwrath,Legends Awakened,35,Water,130,Stage 2,Rare,-,-,,,
Regice,Legends Awakened,36,Water,90,Basic,Rare,-,-,,,
Regigigas,Legends Awakened,37,Colorless,100,Basic,Rare,-,-,,,
Regirock,Legends Awakened,38,Fighting,90,Basic,Rare,-,-,,,
Registeel,Legends Awakened,39,Metal,90,Basic,Rare,-,-,,,
Shedinja,Legends Awakened,40,Grass,60,Stage 1,Rare,-,-,,,
Torkoal,Legends Awakened,41,Fire,80,Basic,Rare,-,-,,,
Unown [!],Legends Awakened,42,Psychic,50,Basic,Rare,-,-,,,
Uxie,Legends Awakened,43,Psychic,70,Basic,Rare,-,-,,,
Victreebel,Legends Awakened,44,Grass,120,Stage 2,Rare,-,-,,,
Vileplume,Legends Awakened,45,Grass,120,Stage 2,Rare,-,-,,,
Anorith,Legends Awakened,46,Fighting,80,Stage 1,Uncommon,-,-,,,
Camerupt,Legends Awakened,47,Fire,100,Stage 1,Uncommon,-,-,,,
Castform,Legends Awakened,48,Colorless,60,Basic,Uncommon,-,-,,,
Castform Rain Form,Legends Awakened,49,Water,70,Basic,Uncommon,-,-,,,
Castform Snow-Cloud Form,Legends Awakened,50,Water,70,Basic,Uncommon,-,-,,,
Castform Sunny Form,Legends Awakened,51,Fire,70,Basic,Uncommon,-,-,,,
Dragonair,Legends Awakened,52,Colorless,70,Stage 1,Uncommon,-,-,,,
Drifblim,Legends Awakened,53,Psychic,90,Stage 1,Uncommon,-,-,,,
Exeggutor,Legends Awakened,54,Psychic,80,Stage 1,Uncommon,-,-,,,
Gliscor,Legends Awakened,55,Fighting,90,Stage 1,Uncommon,-,-,,,
Grumpig,Legends Awakened,56,Psychic,90,Stage 1,Uncommon,-,-,,,
Houndoom,Legends Awakened,57,Fire,80,Stage 1,Uncommon,-,-,,,
Lanturn,Legends Awakened,58,Water,90,Stage 1,Uncommon,-,-,,,
Lanturn,Legends Awakened,59,Lightning,90,Stage 1,Uncommon,-,-,,,
Ledian,Legends Awakened,60,Grass,80,Stage 1,Uncommon,-,-,,,
Lucario,Legends Awakened,61,Fighting,90,Stage 1,Uncommon,-,-,,,
Luxio,Legends Awakened,62,Lightning,80,Stage 1,Uncommon,-,-,,,
Marowak,Legends Awakened,63,Fighting,90,Stage 1,Uncommon,-,-,,,
Metang,Legends Awakened,64,Metal,80,Stage 1,Uncommon,-,-,,,
Metang,Legends Awakened,65,Metal,80,Stage 1,Uncommon,-,-,,,
Mightyena,Legends Awakened,66,Darkness,90,Stage 1,Uncommon,-,-,,,
Ninjask,Legends Awakened,67,Grass,80,Stage 1,Uncommon,-,-,,,
Persian,Legends Awakened,68,Colorless,80,Stage 1,Uncommon,-,-,,,
Piloswine,Legends Awakened,69,Water,100,Stage 1,Uncommon,-,-,,,
Seadra,Legends Awakened,70,Water,80,Stage 1,Uncommon,-,-,,,
Starmie,Legends Awakened,71,Water,80,Stage 1,Uncommon,-,-,,,
Swalot,Legends Awakened,72,Psychic,90,Stage 1,Uncommon,-,-,,,
Swellow,Legends Awakened,73,Colorless,80,Stage 1,Uncommon,-,-,,,
Tauros,Legends Awakened,74,Colorless,80,Basic,Uncommon,-,-,,,
Tentacruel,Legends Awakened,75,Water,90,Stage 1,Uncommon,-,-,,,
Unown [J],Legends Awakened,76,Psychic,50,Basic,Uncommon,-,-,,,
Unown [R],Legends Awakened,77,Psychic,60,Basic,Uncommon,-,-,,,
Unown [U],Legends Awakened,78,Psychic,50,Basic,Uncommon,-,-,,,
Unown [V],Legends Awakened,79,Psychic,60,Basic,Uncommon,-,-,,,
Unown [W],Legends Awakened,80,Psychic,90,Basic,Uncommon,-,-,,,
Unown [Y],Legends Awakened,81,Psychic,50,Basic,Uncommon,-,-,,,
Unown [?],Legends Awakened,82,Psychic,70,Basic,Uncommon,-,-,,,
Beldum,Legends Awakened,83,Metal,50,Basic,Common,-,-,,,
Beldum,Legends Awakened,84,Metal,50,Basic,Common,-,-,,,
Bellsprout,Legends Awakened,85,Grass,50,Basic,Common,-,-,,,
