Name,Set Name,Number,Type,HP,Stage,Rarity,Description,Have,Holo
Snubbull,McDonald's Collection 2014,8,Fairy,70,Basic,,,,-
Swirlix,McDonald's Collection 2014,9,Fairy,60,Basic,,,,-
Bunnelby,McDonald's Collection 2014,10,Colorless,60,Basic,,,,-
Fletchling,McDonald's Collection 2014,11,Colorless,50,Basic,,,,-
Furfrou,McDonald's Collection 2014,12,Colorless,90,Basic,,,,-
Treecko,McDonald's Collection 2015,1,Grass,60,Basic,,,,-
Lotad,McDonald's Collection 2015,2,Grass,60,Basic,,,,-
Torchic,McDonald's Collection 2015,3,Fire,60,Basic,,,,-
Staryu,McDonald's Collection 2015,4,Water,60,Basic,,,,-
Mudkip,McDonald's Collection 2015,5,Water,60,Basic,,,,-
Pikachu,McDonald's Collection 2015,6,Lightning,60,Basic,,,,-
Electrike,McDonald's Collection 2015,7,Lightning,60,Basic,,,,-
Rhyhorn,McDonald's Collection 2015,8,Fighting,80,Basic,,,,-
Meditite,McDonald's Collection 2015,9,Fighting,50,Basic,,,,-
Marill,McDonald's Collection 2015,10,Fairy,70,Basic,,,,-
Zigzagoon,McDonald's Collection 2015,11,Colorless,60,Basic,,,,-
Skitty,McDonald's Collection 2015,12,Colorless,50,Basic,,,,-
Vulpix,McDonald's Collection 2016,1,Fire,60,Basic,,,,-
Torchic,McDonald's Collection 2016,2,Fire,60,Basic,,,,-
Fennekin,McDonald's Collection 2016,3,Fire,50,Basic,,,,-
Magikarp,McDonald's Collection 2016,4,Water,30,Basic,,,,-
Totodile,McDonald's Collection 2016,5,Water,60,Basic,,,,-
Pikachu,McDonald's Collection 2016,6,Lightning,60,Basic,,,,-
Scraggy,McDonald's Collection 2016,7,Darkness,60,Basic,,,,-
Jigglypuff,McDonald's Collection 2016,8,Fairy,60,Basic,,,,-
Togepi,McDonald's Collection 2016,9,Fairy,40,Basic,,,,-
Dedenne,McDonald's Collection 2016,10,Fairy,70,Basic,,,,-
Meowth,McDonald's Collection 2016,11,Colorless,60,Basic,,,,-
Eevee,McDonald's Collection 2016,12,Colorless,60,Basic,,,,-
Rowlet,McDonald's Collection 2017,1,Grass,60,Basic,,,,-
Grubbin,McDonald's Collection 2017,2,Grass,70,Basic,,,,-
Litten,McDonald's Collection 2017,3,Fire,70,Basic,,,,-
Popplio,McDonald's Collection 2017,4,Water,70,Basic,,,,-
Pikachu,McDonald's Collection 2017,5,Lightning,70,Basic,,,,-
Cosmog,McDonald's Collection 2017,6,Psychic,60,Basic,,,,-
Crabrawler,McDonald's Collection 2017,7,Fighting,80,Basic,,,,-
Alolan Meowth,McDonald's Collection 2017,8,Darkness,70,Basic,,,,-
Alolan Diglett,McDonald's Collection 2017,9,Metal,50,Basic,,,,-
Cutiefly,McDonald's Collection 2017,10,Fairy,30,Basic,,,,-
Pikipek,McDonald's Collection 2017,11,Colorless,50,Basic,,,,-
Yungoos,McDonald's Collection 2017,12,Colorless,70,Basic,,,,-
Growlithe,McDonald's Collection 2018,1,Fire,80,Basic,,,,-
Psyduck,McDonald's Collection 2018,2,Water,70,Basic,,,,-
Horsea,McDonald's Collection 2018,3,Water,60,Basic,,,,-
Pikachu,McDonald's Collection 2018,4,Lightning,60,Basic,,,,-
Slowpoke,McDonald's Collection 2018,5,Psychic,70,Basic,,,,-
Machop,McDonald's Collection 2018,6,Fighting,60,Basic,,,,-
Cubone,McDonald's Collection 2018,7,Fighting,70,Basic,,,,-
Magnemite,McDonald's Collection 2018,8,Metal,60,Basic,,,,-
Dratini,McDonald's Collection 2018,9,Dragon,60,Basic,,,,-
Chansey,McDonald's Collection 2018,10,Colorless,110,Basic,,,,-
Eevee,McDonald's Collection 2018,11,Colorless,60,Basic,,,,-
Porygon,McDonald's Collection 2018,12,Colorless,60,Basic,,,,-
Caterpie,McDonald's Collection 2019,1,Grass,50,Basic,,,,-
Alolan Exeggutor,McDonald's Collection 2019,2,Grass,160,Stage 1,,,,-
Magmar,McDonald's Collection 2019,3,Fire,80,Basic,,,,-
Alolan Sandshrew,McDonald's Collection 2019,4,Water,60,Basic,,,,-
Lapras,McDonald's Collection 2019,5,Water,120,Basic,,,,-
Pikachu,McDonald's Collection 2019,6,Lightning,60,Basic,,,,-
Gastly,McDonald's Collection 2019,7,Psychic,50,Basic,,,,-
Mankey,McDonald's Collection 2019,8,Fighting,60,Basic,,,,-
Onix,McDonald's Collection 2019,9,Fighting,100,Basic,,,,-
Alolan Meowth,McDonald's Collection 2019,10,Darkness,60,Basic,,,,-
Alolan Dugtrio,McDonald's Collection 2019,11,Metal,60,Stage 1,,,,-
Eevee,McDonald's Collection 2019,12,Colorless,60,Basic,,,,-
Bulbasaur,McDonald's Collection 2021,1,Grass,70,Basic,,,,
Chikorita,McDonald's Collection 2021,2,Grass,70,Basic,,,,
Treecko,McDonald's Collection 2021,3,Grass,60,Basic,,,,
Turtwig,McDonald's Collection 2021,4,Grass,80,Basic,,,,
Snivy,McDonald's Collection 2021,5,Grass,60,Basic,,,,
Chespin,McDonald's Collection 2021,6,Grass,60,Basic,,,,
Rowlet,McDonald's Collection 2021,7,Grass,60,Basic,,,,
Grookey,McDonald's Collection 2021,8,Grass,60,Basic,,,,
Charmander,McDonald's Collection 2021,9,Fire,70,Basic,,,,
Cyndaquil,McDonald's Collection 2021,10,Fire,70,Basic,,,,
Torchic,McDonald's Collection 2021,11,Fire,60,Basic,,,,
Chimchar,McDonald's Collection 2021,12,Fire,60,Basic,,,,
Tepig,McDonald's Collection 2021,13,Fire,70,Basic,,,,
Fennekin,McDonald's Collection 2021,14,Fire,60,Basic,,,,
Litten,McDonald's Collection 2021,15,Fire,70,Basic,,,,
Scorbunny,McDonald's Collection 2021,16,Fire,60,Basic,,,,
Squirtle,McDonald's Collection 2021,17,Water,60,Basic,,,,
Totodile,McDonald's Collection 2021,18,Water,60,Basic,,,,
Mudkip,McDonald's Collection 2021,19,Water,60,Basic,,,,
Piplup,McDonald's Collection 2021,20,Water,70,Basic,,,,
Oshawott,McDonald's Collection 2021,21,Water,60,Basic,,,,
Froakie,McDonald's Collection 2021,22,Water,60,Basic,,,,
Popplio,McDonald's Collection 2021,23,Water,60,Basic,,,,
Sobble,McDonald's Collection 2021,24,Water,60,Basic,,,,
Pikachu,McDonald's Collection 2021,25,Lightning,60,Basic,,,,
Ledyba,McDonald's Collection 2022,1,Grass,60,Basic,,,,-
Rowlet,McDonald's Collection 2022,2,Grass,50,Basic,,,-,
Gossifleur,McDonald's Collection 2022,3,Grass,50,Basic,,,-,
Growlithe,McDonald's Collection 2022,4,Fire,80,Basic,,,-,
Victini,McDonald's Collection 2022,5,Fire,60,Basic,,,-,
Lapras,McDonald's Collection 2022,6,Water,110,Basic,,,,-
Pikachu,McDonald's Collection 2022,7,Lightning,60,Basic,,,-,
Chinchou,McDonald's Collection 2022,8,Lightning,70,Basic,,,,-
Flaaffy,McDonald's Collection 2022,9,Lightning,100,Stage 1,,,,-
Tynamo,McDonald's Collection 2022,10,Lightning,40,Basic,,,,-
Cutiefly,McDonald's Collection 2022,11,Psychic,30,Basic,,,,-
Bewear,McDonald's Collection 2022,12,Fighting,130,Stage 1,,,,-
Pangoro,McDonald's Collection 2022,13,Darkness,140,Stage 1,,,,-
Drampa,McDonald's Collection 2022,14,Dragon,120,Basic,,,,-
Smeargle,McDonald's Collection 2022,15,Colorless,80,Basic,,,-,
Sprigatito,McDonald's Collection 2023,1,Grass,70,Basic,,,-,
Fuecoco,McDonald's Collection 2023,2,Fire,80,Basic,,,-,
Quaxly,McDonald's Collection 2023,3,Water,70,Basic,,,-,
Cetoddle,McDonald's Collection 2023,4,Water,100,Basic,,,,-
Cetitan,McDonald's Collection 2023,5,Water,180,Stage 1,,,-,
Pikachu,McDonald's Collection 2023,6,Lightning,70,Basic,,,-,
Pawmi,McDonald's Collection 2023,7,Lightning,60,Basic,,,,-
Kilowattrel,McDonald's Collection 2023,8,Lightning,120,Stage 1,,,,-
Flittle,McDonald's Collection 2023,9,Psychic,30,Basic,,,,-
Sandaconda,McDonald's Collection 2023,10,Fighting,140,Stage 1,,,,-
Klawf,McDonald's Collection 2023,11,Fighting,130,Basic,,,-,
Blissey,McDonald's Collection 2023,12,Colorless,150,Stage 1,,,,-
Tandemaus,McDonald's Collection 2023,13,Colorless,40,Basic,,,,-
Cyclizar,McDonald's Collection 2023,14,Colorless,110,Basic,,,,-
Kirlia,McDonald's Collection 2023,15,Psychic,90,Stage 1,,,,-
Dratini,Dragon Vault,1,Dragon,40,Basic,,,,-
Dratini,Dragon Vault,2,Dragon,40,Basic,,,,-
Dragonair,Dragon Vault,3,Dragon,70,Stage 1,,,,-
Dragonair,Dragon Vault,4,Dragon,70,Stage 1,,,,-
Dragonite,Dragon Vault,5,Dragon,150,Stage 2,,,,-
Bagon,Dragon Vault,6,Dragon,50,Basic,,,,-
Shelgon,Dragon Vault,7,Dragon,80,Stage 1,,,,-
Salamence,Dragon Vault,8,Dragon,140,Stage 2,,,,-
Latias,Dragon Vault,9,Dragon,100,Basic,,,,-
Latios,Dragon Vault,10,Dragon,100,Basic,,,,-
Rayquaza,Dragon Vault,11,Dragon,120,Basic,,,,-
Axew,Dragon Vault,12,Dragon,40,Basic,,,,-
Axew,Dragon Vault,13,Dragon,50,Basic,,,,-
Fraxure,Dragon Vault,14,Dragon,70,Stage 1,,,,-
Fraxure,Dragon Vault,15,Dragon,80,Stage 1,,,,-
Haxorus,Dragon Vault,16,Dragon,140,Stage 2,,,,-
Druddigon,Dragon Vault,17,Dragon,110,Basic,,,,-
Exp. Share,Dragon Vault,18,Trainer,,Tool,,,,-
First Ticket,Dragon Vault,19,Trainer,,Item,,,,-
Super Rod,Dragon Vault,20,Trainer,,Item,,,,-
Kyurem,Dragon Vault,21,Dragon,130,Basic,,,,-
Weedle,Kalos Starter Set,1,Grass,40,Basic,,,,-
Pansage,Kalos Starter Set,2,Grass,70,Basic,,,,-
Chespin,Kalos Starter Set,3,Grass,60,Basic,,,,-
Quilladin,Kalos Starter Set,4,Grass,90,Stage 1,,,,-
Chesnaught,Kalos Starter Set,5,Grass,150,Stage 2,,,,-
Slugma,Kalos Starter Set,6,Fire,80,Basic,,,,-
Pansear,Kalos Starter Set,7,Fire,70,Basic,,,,-
Fennekin,Kalos Starter Set,8,Fire,60,Basic,,,,-
Braixen,Kalos Starter Set,9,Fire,80,Stage 1,,,,-
Delphox,Kalos Starter Set,10,Fire,140,Stage 2,,,,-
Panpour,Kalos Starter Set,11,Water,70,Basic,,,,-
Froakie,Kalos Starter Set,12,Water,60,Basic,,,,-
Frogadier,Kalos Starter Set,13,Water,80,Stage 1,,,,-
Greninja,Kalos Starter Set,14,Water,140,Stage 2,,,,-
Clauncher,Kalos Starter Set,15,Water,70,Basic,,,,-
Poochyena,Kalos Starter Set,16,Darkness,60,Basic,,,,-
Mightyena,Kalos Starter Set,17,Darkness,90,Stage 1,,,,-
Inkay,Kalos Starter Set,18,Darkness,60,Basic,,,,-
Pawniard,Kalos Starter Set,19,Metal,60,Basic,,,,-
Bisharp,Kalos Starter Set,20,Metal,90,Stage 1,,,,-
Honedge,Kalos Starter Set,21,Metal,60,Basic,,,,-
Snubbull,Kalos Starter Set,22,Fairy,70,Basic,,,,-
Granbull,Kalos Starter Set,23,Fairy,100,Stage 1,,,,-
Swirlix,Kalos Starter Set,24,Fairy,60,Basic,,,,-
Farfetch'd,Kalos Starter Set,25,Colorless,70,Basic,,,,-
Snorlax,Kalos Starter Set,26,Colorless,120,Basic,,,,-
Miltank,Kalos Starter Set,27,Colorless,100,Basic,,,,-
Skitty,Kalos Starter Set,28,Colorless,60,Basic,,,,-
Bidoof,Kalos Starter Set,29,Colorless,70,Basic,,,,-
Bunnelby,Kalos Starter Set,30,Colorless,60,Basic,,,,-
Fletchling,Kalos Starter Set,31,Colorless,50,Basic,,,,-
Furfrou,Kalos Starter Set,32,Colorless,90,Basic,,,,-
Furfrou,Kalos Starter Set,33,Colorless,90,Basic,,,,-
Crushing Hammer,Kalos Starter Set,34,Trainer,,Item,,,,-
Poké Ball,Kalos Starter Set,35,Trainer,,Item,,,,-
Pokémon Catcher,Kalos Starter Set,36,Trainer,,Item,,,,-
Potion,Kalos Starter Set,37,Trainer,,Item,,,,-
Switch,Kalos Starter Set,38,Trainer,,Item,,,,-
Tierno,Kalos Starter Set,39,Trainer,,Supporter,,,,-
Grass Energy,Kalos Starter Set,,Energy,,Energy,,,,-
Fairy Energy,Kalos Starter Set,,Energy,,Energy,,,,-
Fire Energy,Kalos Starter Set,,Energy,,Energy,,,,-
Darkness Energy,Kalos Starter Set,,Energy,,Energy,,,,-
Water Energy,Kalos Starter Set,,Energy,,Energy,,,,-
Metal Energy,Kalos Starter Set,,Energy,,Energy,,,,-
Charmander,Battle Academy 2020 - Charizard,1,Fire,70,Basic,,,,-
Fire Energy,Battle Academy 2020 - Charizard,2,Energy,,Energy,,,,-
Fire Energy,Battle Academy 2020 - Charizard,3,Energy,,Energy,,,,-
Kangaskhan,Battle Academy 2020 - Charizard,4,Colorless,120,Basic,,,,-
Fire Energy,Battle Academy 2020 - Charizard,5,Energy,,Energy,,,,-
Fire Energy,Battle Academy 2020 - Charizard,6,Energy,,Energy,,,,-
Salazzle,Battle Academy 2020 - Charizard,7,Fire,100,Stage 1,,,,-
Fire Energy,Battle Academy 2020 - Charizard,8,Energy,,Energy,,,,-
Fire Energy,Battle Academy 2020 - Charizard,9,Energy,,Energy,,,,-
Fire Energy,Battle Academy 2020 - Charizard,10,Energy,,Energy,,,,-
Fire Energy,Battle Academy 2020 - Charizard,11,Energy,,Energy,,,,-
Fire Energy,Battle Academy 2020 - Charizard,12,Energy,,Energy,,,,-
Salandit,Battle Academy 2020 - Charizard,13,Fire,70,Basic,,,,-
Potion,Battle Academy 2020 - Charizard,14,Trainer,,Item,,,,-
Charmeleon,Battle Academy 2020 - Charizard,15,Fire,100,Stage 1,,,,-
Charmander,Battle Academy 2020 - Charizard,16,Fire,70,Basic,,,,-
Fire Energy,Battle Academy 2020 - Charizard,17,Energy,,Energy,,,,-
Salandit,Battle Academy 2020 - Charizard,18,Fire,70,Basic,,,,-
Fire Energy,Battle Academy 2020 - Charizard,19,Energy,,Energy,,,,-
Fire Energy,Battle Academy 2020 - Charizard,20,Energy,,Energy,,,,-
Cynthia,Battle Academy 2020 - Charizard,21,Trainer,,Supporter,,,,-
Fire Energy,Battle Academy 2020 - Charizard,22,Energy,,Energy,,,,-
Salazzle,Battle Academy 2020 - Charizard,23,Fire,100,Stage 1,,,,-
Fire Energy,Battle Academy 2020 - Charizard,24,Energy,,Energy,,,,-
Welder,Battle Academy 2020 - Charizard,25,Trainer,,Supporter,,,,-
Eevee,Battle Academy 2020 - Charizard,26,Colorless,60,Basic,,,,-
Flareon,Battle Academy 2020 - Charizard,27,Fire,110,Stage 1,,,,-
Hau,Battle Academy 2020 - Charizard,28,Trainer,,Supporter,,,,-
Fire Energy,Battle Academy 2020 - Charizard,29,Energy,,Energy,,,,-
Charmeleon,Battle Academy 2020 - Charizard,30,Fire,100,Stage 1,,,,-
Salandit,Battle Academy 2020 - Charizard,31,Fire,70,Basic,,,,-
Fire Energy,Battle Academy 2020 - Charizard,32,Energy,,Energy,,,,-
Great Ball,Battle Academy 2020 - Charizard,33,Trainer,,Item,,,,-
Bug Catcher,Battle Academy 2020 - Charizard,34,Trainer,,Supporter,,,,-
Fire Energy,Battle Academy 2020 - Charizard,35,Energy,,Energy,,,,-
Eevee,Battle Academy 2020 - Charizard,36,Colorless,60,Basic,,,,-
Potion,Battle Academy 2020 - Charizard,37,Trainer,,Item,,,,-
Fire Energy,Battle Academy 2020 - Charizard,38,Energy,,Energy,,,,-
Charizard,Battle Academy 2020 - Charizard,39,Fire,160,Stage 2,,Exclusive Non-Holofoil,,-
Switch,Battle Academy 2020 - Charizard,40,Trainer,,Item,,,,-
Hau,Battle Academy 2020 - Charizard,41,Trainer,,Supporter,,,,-
Charmander,Battle Academy 2020 - Charizard,42,Fire,70,Basic,,,,-
Great Ball,Battle Academy 2020 - Charizard,43,Trainer,,Item,,,,-
Flareon,Battle Academy 2020 - Charizard,44,Fire,110,Stage 1,,,,-
Pokémon Fan Club,Battle Academy 2020 - Charizard,45,Trainer,,Supporter,,,,-
Moltres,Battle Academy 2020 - Charizard,46,Fire,120,Basic,,,,-
Bug Catcher,Battle Academy 2020 - Charizard,47,Trainer,,Supporter,,,,-
Great Ball,Battle Academy 2020 - Charizard,48,Trainer,,Item,,,,-
Salazzle,Battle Academy 2020 - Charizard,49,Fire,100,Stage 1,,,,-
Cynthia,Battle Academy 2020 - Charizard,50,Trainer,,Supporter,,,,-
Charmeleon,Battle Academy 2020 - Charizard,51,Fire,100,Stage 1,,,,-
Hau,Battle Academy 2020 - Charizard,52,Trainer,,Supporter,,,,-
Kangaskhan,Battle Academy 2020 - Charizard,53,Colorless,120,Basic,,,,-
Pokémon Catcher,Battle Academy 2020 - Charizard,54,Trainer,,Item,,,,-
Great Ball,Battle Academy 2020 - Charizard,55,Trainer,,Item,,,,-
Charmander,Battle Academy 2020 - Charizard,56,Fire,70,Basic,,,,-
Hau,Battle Academy 2020 - Charizard,57,Trainer,,Supporter,,,,-
Switch,Battle Academy 2020 - Charizard,58,Trainer,,Item,,,,-
Cynthia,Battle Academy 2020 - Charizard,59,Trainer,,Supporter,,,,-
Charizard-GX,Battle Academy 2020 - Charizard,60,Fire,250,Stage 2,,,,-
Blitzle,Battle Academy 2020 - Pikachu,1,Lightning,70,Basic,,,,-
Pikachu,Battle Academy 2020 - Pikachu,2,Lightning,70,Basic,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,3,Energy,,Energy,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,4,Energy,,Energy,,,,-
Chansey,Battle Academy 2020 - Pikachu,5,Colorless,130,Basic,,,,-
Electabuzz,Battle Academy 2020 - Pikachu,6,Lightning,80,Basic,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,7,Energy,,Energy,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,8,Energy,,Energy,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,9,Energy,,Energy,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,10,Energy,,Energy,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,11,Energy,,Energy,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,12,Energy,,Energy,,,,-
Hau,Battle Academy 2020 - Pikachu,13,Trainer,,Supporter,,,,-
Tauros,Battle Academy 2020 - Pikachu,14,Colorless,110,Basic,,,,-
Pikachu,Battle Academy 2020 - Pikachu,15,Lightning,70,Basic,,,,-
Zebstrika,Battle Academy 2020 - Pikachu,16,Lightning,120,Stage 1,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,17,Energy,,Energy,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,18,Energy,,Energy,,,,-
Blitzle,Battle Academy 2020 - Pikachu,19,Lightning,70,Basic,,,,-
Potion,Battle Academy 2020 - Pikachu,20,Trainer,,Item,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,21,Energy,,Energy,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,22,Energy,,Energy,,,,-
Zebstrika,Battle Academy 2020 - Pikachu,23,Lightning,120,Stage 1,,,,-
Cynthia,Battle Academy 2020 - Pikachu,24,Trainer,,Supporter,,,,-
Alolan Raichu,Battle Academy 2020 - Pikachu,25,Lightning,110,Stage 1,,Exclusive Non-Holofoil,,-
Bug Catcher,Battle Academy 2020 - Pikachu,26,Trainer,,Supporter,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,27,Energy,,Energy,,,,-
Pokémon Fan Club,Battle Academy 2020 - Pikachu,28,Trainer,,Supporter,,,,-
Great Ball,Battle Academy 2020 - Pikachu,29,Trainer,,Item,,,,-
Pikachu,Battle Academy 2020 - Pikachu,30,Lightning,70,Basic,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,31,Energy,,Energy,,,,-
Electabuzz,Battle Academy 2020 - Pikachu,32,Lightning,80,Basic,,,,-
Hau,Battle Academy 2020 - Pikachu,33,Trainer,,Supporter,,,,-
Electropower,Battle Academy 2020 - Pikachu,34,Trainer,,Item,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,35,Energy,,Energy,,,,-
Switch,Battle Academy 2020 - Pikachu,36,Trainer,,Item,,,,-
Tauros,Battle Academy 2020 - Pikachu,37,Colorless,110,Basic,,,,-
Great Ball,Battle Academy 2020 - Pikachu,38,Trainer,,Item,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,39,Energy,,Energy,,,,-
Potion,Battle Academy 2020 - Pikachu,40,Trainer,,Item,,,,-
Electabuzz,Battle Academy 2020 - Pikachu,41,Lightning,80,Basic,,,,-
Hau,Battle Academy 2020 - Pikachu,42,Trainer,,Supporter,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,43,Energy,,Energy,,,,-
Bug Catcher,Battle Academy 2020 - Pikachu,44,Trainer,,Supporter,,,,-
Blitzle,Battle Academy 2020 - Pikachu,45,Lightning,70,Basic,,,,-
Bug Catcher,Battle Academy 2020 - Pikachu,46,Trainer,,Supporter,,,,-
Chansey,Battle Academy 2020 - Pikachu,47,Colorless,130,Basic,,,,-
Lightning Energy,Battle Academy 2020 - Pikachu,48,Energy,,Energy,,,,-
Great Ball,Battle Academy 2020 - Pikachu,49,Trainer,,Item,,,,-
Cynthia,Battle Academy 2020 - Pikachu,50,Trainer,,Supporter,,,,-
Bug Catcher,Battle Academy 2020 - Pikachu,51,Trainer,,Supporter,,,,-
Switch,Battle Academy 2020 - Pikachu,52,Trainer,,Item,,,,-
Electivire,Battle Academy 2020 - Pikachu,53,Lightning,140,Stage 1,,,,-
Hau,Battle Academy 2020 - Pikachu,54,Trainer,,Supporter,,,,-
Pikachu,Battle Academy 2020 - Pikachu,55,Lightning,70,Basic,,,,-
Alolan Raichu,Battle Academy 2020 - Pikachu,56,Lightning,110,Stage 1,,Exclusive Non-Holofoil,,-
Great Ball,Battle Academy 2020 - Pikachu,57,Trainer,,Item,,,,-
Electabuzz,Battle Academy 2020 - Pikachu,58,Lightning,80,Basic,,,,-
Cynthia,Battle Academy 2020 - Pikachu,59,Trainer,,Supporter,,,,-
Raichu-GX,Battle Academy 2020 - Pikachu,60,Lightning,210,Stage 1,,,,-
Mewtwo-GX,Battle Academy 2020 - Mewtwo,1,Psychic,180,Basic,,,,-
Espeon,Battle Academy 2020 - Mewtwo,2,Psychic,90,Stage 1,,,,-
Eevee,Battle Academy 2020 - Mewtwo,3,Colorless,60,Basic,,,,-
Toxapex,Battle Academy 2020 - Mewtwo,4,Psychic,110,Stage 1,,,,-
Mareanie,Battle Academy 2020 - Mewtwo,5,Psychic,60,Basic,,,,-
Mew,Battle Academy 2020 - Mewtwo,6,Psychic,80,Basic,,,,-
Mesprit,Battle Academy 2020 - Mewtwo,7,Psychic,60,Basic,,,,-
Cresselia,Battle Academy 2020 - Mewtwo,8,Psychic,130,Basic,,,,-
Snorlax,Battle Academy 2020 - Mewtwo,9,Colorless,150,Basic,,,,-
Bug Catcher,Battle Academy 2020 - Mewtwo,10,Trainer,,Supporter,,,,-
Cynthia,Battle Academy 2020 - Mewtwo,11,Trainer,,Supporter,,,,-
Great Ball,Battle Academy 2020 - Mewtwo,12,Trainer,,Item,,,,-
Hau,Battle Academy 2020 - Mewtwo,13,Trainer,,Supporter,,,,-
Pokémon Catcher,Battle Academy 2020 - Mewtwo,14,Trainer,,Item,,,,-
Potion,Battle Academy 2020 - Mewtwo,15,Trainer,,Item,,,,-
Switch,Battle Academy 2020 - Mewtwo,16,Trainer,,Item,,,,-
Psychic Energy,Battle Academy 2020 - Mewtwo,17,Energy,,Energy,,,,-
Sizzlipede,Battle Academy 2022 - Cinderace,1,Fire,80,Basic,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,2,Energy,,Energy,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,3,Energy,,Energy,,,,-
Victini,Battle Academy 2022 - Cinderace,4,Fire,70,Basic,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,5,Energy,,Energy,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,6,Energy,,Energy,,,,-
Ninetales,Battle Academy 2022 - Cinderace,7,Fire,110,Stage 1,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,8,Energy,,Energy,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,9,Energy,,Energy,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,10,Energy,,Energy,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,11,Energy,,Energy,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,12,Energy,,Energy,,,,-
Vulpix,Battle Academy 2022 - Cinderace,13,Fire,70,Basic,,,,-
Sizzlipede,Battle Academy 2022 - Cinderace,14,Trainer,80,Item,,,,-
Centiskorch,Battle Academy 2022 - Cinderace,15,Fire,130,Stage 1,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,16,Energy,,Energy,,,,-
Sizzlipede,Battle Academy 2022 - Cinderace,17,Trainer,80,Item,,,,-
Vulpix,Battle Academy 2022 - Cinderace,18,Fire,70,Basic,,,,-
Larvesta,Battle Academy 2022 - Cinderace,19,Fire,80,Basic,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,20,Energy,,Energy,,,,-
Shauna,Battle Academy 2022 - Cinderace,21,Trainer,,Supporter,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,22,Energy,,Energy,,,,-
Ninetales,Battle Academy 2022 - Cinderace,23,Fire,110,Stage 1,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,24,Energy,,Energy,,,,-
Energy Retrieval,Battle Academy 2022 - Cinderace,25,Trainer,,Item,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,26,Energy,,Energy,,,,-
Volcarona,Battle Academy 2022 - Cinderace,27,Fire,130,Basic,,,,-
Hop,Battle Academy 2022 - Cinderace,28,Trainer,,Supporter,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,29,Energy,,Energy,,,,-
Centiskorch,Battle Academy 2022 - Cinderace,30,Fire,130,Stage 1,,,,-
Vulpix,Battle Academy 2022 - Cinderace,31,Fire,70,Basic,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,32,Energy,,Energy,,,,-
Great Ball,Battle Academy 2022 - Cinderace,33,Trainer,,Item,,,,-
Bug Catcher,Battle Academy 2022 - Cinderace,34,Trainer,,Supporter,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,35,Energy,,Energy,,,,-
Larvesta,Battle Academy 2022 - Cinderace,36,Fire,80,Basic,,,,-
Energy Retrieval,Battle Academy 2022 - Cinderace,37,Trainer,,Item,,,,-
Fire Energy,Battle Academy 2022 - Cinderace,38,Energy,,Energy,,,,-
Turtonator,Battle Academy 2022 - Cinderace,39,Fire,130,Basic,,,,-
Switch,Battle Academy 2022 - Cinderace,40,Trainer,,Item,,,,-
Hop,Battle Academy 2022 - Cinderace,41,Trainer,,Supporter,,,,-
